age,workclass,education,Education-num,occupation,race,sex,Hours-per-week,wage
57, Private, HS-grad,9, Other-service, White, Male,30, <=50K
24, Private, Assoc-acdm,12, Prof-specialty, Black, Male,20, <=50K
33, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
45, Private, Assoc-voc,11, Prof-specialty, White, Male,40, >50K
38, Private, Some-college,10, Sales, White, Male,60, <=50K
40, Private, HS-grad,9, Craft-repair, Black, Male,40, <=50K
62, Private, Some-college,10, Other-service, White, Female,60, <=50K
29, Private, Assoc-voc,11, Adm-clerical, White, Male,40, <=50K
20, Private, HS-grad,9, Adm-clerical, White, Male,40, <=50K
29, Private, Masters,14, Exec-managerial, Asian-Pac-Islander, Male,60, <=50K
44, Private, HS-grad,9, Sales, White, Male,40, <=50K
35, Private, Some-college,10, Machine-op-inspct, White, Male,40, <=50K
23, Local-gov, Assoc-voc,11, Tech-support, White, Male,56, <=50K
35, Private, HS-grad,9, Exec-managerial, White, Female,40, >50K
38, Self-emp-inc, Some-college,10, Exec-managerial, White, Male,40, >50K
28, Self-emp-not-inc, HS-grad,9, Other-service, White, Female,28, <=50K
41, Self-emp-inc, Doctorate,16, Prof-specialty, White, Male,70, >50K
27, Private, Bachelors,13, Prof-specialty, Asian-Pac-Islander, Male,40, <=50K
35, Self-emp-not-inc, HS-grad,9, Sales, Black, Female,38, <=50K
38, Private, Some-college,10, Exec-managerial, White, Female,40, >50K
43, Self-emp-not-inc, 7th-8th,4, Farming-fishing, White, Male,40, <=50K
51, Private, HS-grad,9, Handlers-cleaners, White, Female,40, <=50K
37, Private, Some-college,10, Machine-op-inspct, White, Female,40, <=50K
42, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
46, Private, Some-college,10, Craft-repair, White, Male,50, >50K
31, Local-gov, Bachelors,13, Prof-specialty, White, Female,40, <=50K
25, Private, HS-grad,9, Adm-clerical, White, Male,40, <=50K
66, Private, Some-college,10, Adm-clerical, White, Female,20, <=50K
18, Private, Some-college,10, Adm-clerical, White, Male,30, <=50K
34, State-gov, HS-grad,9, Adm-clerical, White, Male,40, <=50K
23, Private, Some-college,10, Craft-repair, White, Male,44, <=50K
67, Self-emp-not-inc, Some-college,10, Sales, White, Male,40, <=50K
45, Self-emp-inc, Bachelors,13, Exec-managerial, White, Male,51, <=50K
23, Private, Some-college,10, Adm-clerical, White, Male,40, <=50K
40,, Assoc-voc,11,, White, Male,15, <=50K
27, Private, Some-college,10, Tech-support, White, Male,40, <=50K
20, Private, Some-college,10, Adm-clerical, White, Female,25, <=50K
65, Without-pay, 7th-8th,4, Farming-fishing, White, Female,50, <=50K
19,, HS-grad,9,, White, Female,40, <=50K
33, Private, Some-college,10, Tech-support, White, Female,50, <=50K
25, Private, Bachelors,13, Exec-managerial, White, Male,20, <=50K
23, Private, HS-grad,9, Other-service, White, Male,40, <=50K
36, Private, Bachelors,13, Prof-specialty, White, Female,32, <=50K
37, Local-gov, Assoc-voc,11, Protective-serv, White, Male,40, <=50K
27, Private, HS-grad,9, Adm-clerical, White, Female,70, <=50K
33, Private, 11th,7, Transport-moving, Black, Male,60, <=50K
26, Private, Some-college,10, Adm-clerical, White, Male,40, <=50K
45, Private, Assoc-voc,11, Craft-repair, White, Male,40, <=50K
67,, HS-grad,9,, White, Male,11, <=50K
46, Private, HS-grad,9, Transport-moving, White, Male,40, >50K
29, Private, Bachelors,13, Adm-clerical, Asian-Pac-Islander, Female,40, <=50K
41, Local-gov, HS-grad,9, Transport-moving, White, Male,60, <=50K
19, Private, HS-grad,9, Craft-repair, White, Female,15, <=50K
54, Private, Some-college,10, Exec-managerial, White, Male,40, >50K
49, Self-emp-not-inc, Assoc-acdm,12, Exec-managerial, White, Male,25, <=50K
51, Federal-gov, Bachelors,13, Prof-specialty, Black, Female,40, <=50K
50, Self-emp-not-inc, HS-grad,9, Exec-managerial, Asian-Pac-Islander, Female,48, <=50K
36, Private, HS-grad,9, Tech-support, White, Male,50, <=50K
34, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
42, Private, Bachelors,13, Prof-specialty, White, Female,12, <=50K
40, Private, Masters,14, Prof-specialty, White, Female,40, <=50K
22, Private, Bachelors,13, Adm-clerical, White, Female,35, <=50K
27, Private, HS-grad,9, Machine-op-inspct, Asian-Pac-Islander, Male,40, <=50K
24, Private, Bachelors,13, Exec-managerial, White, Female,40, <=50K
19, Private, Some-college,10, Tech-support, White, Male,30, <=50K
51, Self-emp-not-inc, Masters,14, Exec-managerial, White, Male,50, >50K
56, Private, 10th,6, Handlers-cleaners, White, Male,40, <=50K
30, Private, Some-college,10, Sales, White, Male,50, <=50K
25, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
40, Private, Some-college,10, Handlers-cleaners, White, Male,40, <=50K
43, Private, 11th,7, Handlers-cleaners, White, Female,25, <=50K
46, Private, Assoc-acdm,12, Craft-repair, White, Male,40, <=50K
38, Private, HS-grad,9, Other-service, Black, Female,24, <=50K
37, Private, HS-grad,9, Sales, White, Male,40, <=50K
29, Private, HS-grad,9, Other-service, White, Female,30, <=50K
58, Private, Bachelors,13, Exec-managerial, White, Female,40, <=50K
34, Self-emp-not-inc, Bachelors,13, Transport-moving, White, Male,50, <=50K
27, Private, Some-college,10, Prof-specialty, White, Male,50, >50K
34, Private, Masters,14, Sales, White, Male,60, >50K
26, State-gov, Assoc-acdm,12, Adm-clerical, Black, Female,8, <=50K
46, Private, Bachelors,13, Exec-managerial, White, Male,40, >50K
43, Self-emp-not-inc, Bachelors,13, Exec-managerial, White, Male,60, <=50K
38, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
35, Private, Bachelors,13, Sales, White, Male,52, >50K
22, Private, Some-college,10, Prof-specialty, White, Male,50, <=50K
34, Private, HS-grad,9, Craft-repair, White, Male,50, <=50K
37, Private, HS-grad,9, Adm-clerical, White, Male,40, <=50K
26, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
20, Private, Some-college,10, Adm-clerical, White, Male,30, <=50K
33, Private, HS-grad,9, Exec-managerial, White, Female,42, >50K
37, Federal-gov, Some-college,10, Adm-clerical, White, Male,42, >50K
54, Private, Some-college,10, Sales, White, Male,50, >50K
27, State-gov, Bachelors,13, Protective-serv, Black, Female,48, <=50K
32, Private, Some-college,10, Sales, White, Male,40, >50K
23, Never-worked, 7th-8th,4,, White, Male,35, <=50K
31, Local-gov, Bachelors,13, Exec-managerial, White, Female,50, <=50K
24, State-gov, Bachelors,13, Prof-specialty, White, Male,40, <=50K
51, Private, Doctorate,16, Craft-repair, White, Female,60, >50K
39, Private, Bachelors,13, Tech-support, White, Female,40, <=50K
59, Self-emp-not-inc, 7th-8th,4, Farming-fishing, White, Male,70, <=50K
28, Private, Prof-school,15, Prof-specialty, Black, Male,50, <=50K
21,, Some-college,10,, White, Male,30, <=50K
48, Self-emp-inc, HS-grad,9, Craft-repair, White, Male,60, >50K
32, Private, 10th,6, Handlers-cleaners, Amer-Indian-Eskimo, Male,40, <=50K
28, Self-emp-not-inc, Bachelors,13, Sales, White, Female,5, <=50K
77, Self-emp-not-inc, Some-college,10, Adm-clerical, White, Female,1, <=50K
36, Private, HS-grad,9, Craft-repair, White, Male,41, <=50K
26, Private, HS-grad,9, Farming-fishing, White, Male,70, <=50K
35, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
35, Private, Bachelors,13, Other-service, White, Male,50, <=50K
38, Private, Assoc-acdm,12, Craft-repair, White, Male,50, >50K
38, State-gov, HS-grad,9, Adm-clerical, Black, Female,40, <=50K
23, Private, Bachelors,13, Sales, White, Female,60, <=50K
36, Private, Assoc-voc,11, Craft-repair, White, Male,40, <=50K
17, Private, 11th,7, Sales, White, Male,15, <=50K
49, Self-emp-not-inc, Bachelors,13, Prof-specialty, White, Male,40, >50K
19,, Some-college,10,, Black, Female,25, <=50K
24, Private, HS-grad,9, Sales, White, Female,40, >50K
60, Local-gov, Assoc-voc,11, Exec-managerial, White, Male,60, >50K
46, Private, HS-grad,9, Craft-repair, Amer-Indian-Eskimo, Male,40, <=50K
18, Private, HS-grad,9, Sales, Amer-Indian-Eskimo, Female,20, <=50K
42, Private, HS-grad,9, Adm-clerical, White, Male,40, <=50K
59, Private, Prof-school,15, Prof-specialty, White, Male,50, <=50K
27, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
33, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
72, Private, 7th-8th,4, Other-service, White, Female,99, <=50K
18, Private, Some-college,10, Sales, White, Female,25, <=50K
18,, HS-grad,9,, Black, Female,20, <=50K
24, Private, Bachelors,13, Sales, White, Male,40, <=50K
32, Private, 11th,7, Priv-house-serv, Black, Female,40, <=50K
36, Local-gov, Some-college,10, Handlers-cleaners, White, Male,50, <=50K
43, Federal-gov, Bachelors,13, Prof-specialty, White, Male,40, <=50K
46, State-gov, HS-grad,9, Adm-clerical, White, Female,37, <=50K
34, Private, HS-grad,9, Exec-managerial, White, Male,45, >50K
36, Self-emp-not-inc, Some-college,10, Other-service, White, Female,50, <=50K
24, Private, HS-grad,9, Machine-op-inspct, Black, Male,45, <=50K
25, Private, Bachelors,13, Exec-managerial, White, Male,55, >50K
49, Self-emp-not-inc, Bachelors,13, Craft-repair, White, Male,50, >50K
24, Private, Some-college,10, Machine-op-inspct, White, Male,40, <=50K
31, Private, HS-grad,9, Other-service, White, Male,40, <=50K
31, Local-gov, Some-college,10, Exec-managerial, Amer-Indian-Eskimo, Female,32, <=50K
17, Private, 10th,6, Sales, White, Male,15, <=50K
24, Private, Assoc-voc,11, Machine-op-inspct, White, Male,40, <=50K
24, Private, HS-grad,9, Other-service, White, Male,30, <=50K
37, Self-emp-not-inc, HS-grad,9, Exec-managerial, White, Male,60, <=50K
23, Private, Some-college,10, Sales, White, Male,30, <=50K
19, Local-gov, Some-college,10, Other-service, Black, Female,35, <=50K
58, Private, HS-grad,9, Machine-op-inspct, White, Male,45, >50K
40, Private, Assoc-voc,11, Prof-specialty, White, Female,40, >50K
59, Private, Bachelors,13, Exec-managerial, White, Male,50, >50K
55, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
29, Private, Bachelors,13, Exec-managerial, White, Male,50, >50K
43, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
47, Self-emp-not-inc, Some-college,10, Other-service, White, Female,45, <=50K
49, Local-gov, HS-grad,9, Transport-moving, White, Male,40, <=50K
48, State-gov, Some-college,10, Exec-managerial, White, Female,40, <=50K
49, Private, Bachelors,13, Tech-support, White, Female,35, <=50K
44, Private, Masters,14, Craft-repair, White, Male,45, >50K
41, Self-emp-not-inc, Bachelors,13, Adm-clerical, White, Female,40, >50K
30, Private, HS-grad,9, Other-service, White, Female,35, <=50K
51, Private, Some-college,10, Transport-moving, White, Male,40, <=50K
20,, 10th,6,, White, Female,30, <=50K
25, Private, HS-grad,9, Craft-repair, White, Male,28, <=50K
42, Private, HS-grad,9, Machine-op-inspct, White, Male,45, <=50K
34, Private, 10th,6, Other-service, White, Female,36, <=50K
44, Private, HS-grad,9, Craft-repair, White, Male,30, <=50K
54, Private, HS-grad,9, Transport-moving, White, Male,50, <=50K
41, Self-emp-not-inc, Some-college,10, Craft-repair, White, Male,50, <=50K
30, Local-gov, HS-grad,9, Craft-repair, White, Male,40, <=50K
47, Federal-gov, Bachelors,13, Adm-clerical, White, Male,45, >50K
27, Private, 10th,6, Other-service, White, Male,40, <=50K
67, Federal-gov, Bachelors,13, Adm-clerical, White, Female,40, <=50K
20, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
41, Private, Some-college,10, Adm-clerical, Black, Female,24, <=50K
49, Private, HS-grad,9, Prof-specialty, White, Male,42, <=50K
42, Self-emp-not-inc, HS-grad,9, Farming-fishing, White, Male,50, <=50K
19, Private, 12th,8, Adm-clerical, White, Female,25, <=50K
34, Private, Bachelors,13, Other-service, Asian-Pac-Islander, Female,50, >50K
36, Self-emp-not-inc, HS-grad,9, Other-service, White, Female,16, <=50K
22, Private, HS-grad,9, Adm-clerical, White, Female,28, <=50K
33, Private, 11th,7, Craft-repair, White, Male,40, <=50K
31, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
21, Private, Some-college,10, Adm-clerical, White, Female,8, <=50K
51, Private, 7th-8th,4, Protective-serv, White, Male,40, <=50K
36, Private, HS-grad,9, Craft-repair, Black, Male,40, <=50K
39, Private, 5th-6th,3, Other-service, Asian-Pac-Islander, Female,40, <=50K
19, Private, Some-college,10, Other-service, White, Female,30, <=50K
35, Local-gov, HS-grad,9, Protective-serv, Black, Male,35, >50K
41, Private, Some-college,10, Craft-repair, White, Male,40, >50K
35, Private, Masters,14, Prof-specialty, Black, Male,40, >50K
47, Private, 9th,5, Handlers-cleaners, White, Male,40, <=50K
64, State-gov, Bachelors,13, Tech-support, White, Male,40, <=50K
34, Private, Bachelors,13, Sales, White, Male,45, >50K
37, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
48, Private, Some-college,10, Prof-specialty, White, Male,40, <=50K
49, Private, Bachelors,13, Exec-managerial, White, Female,40, >50K
43, Federal-gov, Masters,14, Prof-specialty, White, Male,40, >50K
20, Private, HS-grad,9, Craft-repair, White, Male,35, <=50K
37, Private, 7th-8th,4, Farming-fishing, White, Male,60, <=50K
25,, Bachelors,13,, White, Female,30, <=50K
19, Private, HS-grad,9, Sales, White, Female,8, <=50K
56, Private, Some-college,10, Farming-fishing, White, Male,60, >50K
76, Self-emp-not-inc, 7th-8th,4, Farming-fishing, White, Male,30, <=50K
27, Private, Assoc-acdm,12, Sales, White, Male,42, <=50K
23, Private, HS-grad,9, Tech-support, White, Male,50, <=50K
35, Private, Assoc-acdm,12, Other-service, White, Female,80, >50K
41, Self-emp-not-inc, HS-grad,9, Sales, White, Male,50, <=50K
25, Private, Some-college,10, Craft-repair, Asian-Pac-Islander, Female,40, <=50K
46, Private, HS-grad,9, Other-service, White, Female,40, <=50K
42, Private, Some-college,10, Transport-moving, Black, Female,40, <=50K
29, Private, HS-grad,9, Adm-clerical, White, Male,30, <=50K
90, Local-gov, Masters,14, Exec-managerial, White, Male,60, >50K
19, Private, 10th,6, Sales, Black, Female,40, <=50K
18, Private, 11th,7, Prof-specialty, White, Male,15, <=50K
37, Private, Some-college,10, Other-service, White, Female,30, <=50K
32, Private, Assoc-acdm,12, Machine-op-inspct, White, Male,62, <=50K
22, Private, Some-college,10, Tech-support, White, Female,43, <=50K
20, Private, 10th,6, Sales, White, Female,36, <=50K
53, Private, HS-grad,9, Exec-managerial, Black, Female,40, <=50K
40, Self-emp-not-inc, Prof-school,15, Prof-specialty, Amer-Indian-Eskimo, Male,60, >50K
47, Federal-gov, HS-grad,9, Adm-clerical, Black, Female,40, <=50K
59, Local-gov, 10th,6, Other-service, Black, Female,30, <=50K
22, State-gov, 12th,8, Exec-managerial, White, Male,50, >50K
31, Private, HS-grad,9, Exec-managerial, Black, Female,40, <=50K
41, Private, Bachelors,13, Exec-managerial, White, Male,50, >50K
34, Private, Bachelors,13, Adm-clerical, White, Female,40, <=50K
41, Private, HS-grad,9, Transport-moving, White, Male,50, >50K
47, Private, HS-grad,9, Craft-repair, Black, Male,40, <=50K
31, Private, HS-grad,9, Craft-repair, White, Male,40, >50K
49, Private, HS-grad,9, Craft-repair, White, Female,40, >50K
43, Private, Assoc-voc,11, Exec-managerial, White, Male,45, >50K
19, Private, HS-grad,9, Other-service, Black, Male,40, <=50K
31, Private, HS-grad,9, Exec-managerial, White, Female,40, <=50K
33, Private, HS-grad,9, Craft-repair, White, Male,84, <=50K
22, Private, 5th-6th,3, Handlers-cleaners, White, Male,40, <=50K
32, Private, 5th-6th,3, Other-service, White, Male,40, <=50K
67, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
45, Private, Bachelors,13, Exec-managerial, White, Male,45, >50K
44, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
52, Self-emp-inc, Some-college,10, Sales, White, Male,50, >50K
37, Private, Some-college,10, Craft-repair, White, Male,50, <=50K
22, Private, Some-college,10, Sales, White, Male,40, <=50K
26, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
19, Private, HS-grad,9, Other-service, Asian-Pac-Islander, Female,40, <=50K
50, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
49, Private, Bachelors,13, Other-service, Asian-Pac-Islander, Male,40, <=50K
36, Private, HS-grad,9, Craft-repair, White, Male,40, >50K
62, Private, Bachelors,13, Exec-managerial, White, Male,35, >50K
36, Local-gov, Bachelors,13, Adm-clerical, White, Male,40, <=50K
24, Private, 12th,8, Sales, White, Male,40, <=50K
39, Private, Bachelors,13, Prof-specialty, Black, Male,30, <=50K
52, Private, Assoc-voc,11, Other-service, White, Female,35, <=50K
50, Private, HS-grad,9, Farming-fishing, White, Male,50, <=50K
61, Self-emp-inc, HS-grad,9, Sales, White, Male,55, <=50K
28, Private, Some-college,10, Sales, White, Female,50, <=50K
56, Private, HS-grad,9, Exec-managerial, White, Male,40, >50K
24, Private, Some-college,10, Other-service, White, Male,30, <=50K
34, Private, Some-college,10, Craft-repair, White, Male,45, >50K
40, Private, HS-grad,9, Adm-clerical, White, Female,50, <=50K
34, State-gov, Bachelors,13, Prof-specialty, White, Male,38, >50K
38, Private, Some-college,10, Exec-managerial, White, Male,40, <=50K
26, Private, Prof-school,15, Prof-specialty, White, Female,30, <=50K
33, Private, Some-college,10, Craft-repair, Black, Male,40, <=50K
38, Self-emp-not-inc, Prof-school,15, Prof-specialty, White, Male,45, >50K
60, Private, HS-grad,9, Other-service, Black, Female,38, <=50K
34, Private, Bachelors,13, Sales, White, Male,50, >50K
44, Private, HS-grad,9, Transport-moving, White, Male,40, >50K
45, Self-emp-inc, Bachelors,13, Machine-op-inspct, White, Male,60, >50K
35, Self-emp-not-inc, HS-grad,9, Exec-managerial, White, Male,50, <=50K
17, Private, 11th,7, Sales, White, Male,5, <=50K
48,, Some-college,10,, White, Male,60, >50K
54, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
25, Private, HS-grad,9, Other-service, White, Female,25, <=50K
52, Private, Some-college,10, Exec-managerial, White, Male,40, <=50K
19,, Some-college,10,, White, Male,50, <=50K
21,, Some-college,10,, White, Male,20, <=50K
33, Local-gov, Some-college,10, Protective-serv, White, Male,40, <=50K
59, Private, Bachelors,13, Craft-repair, White, Male,60, >50K
58, Private, Assoc-acdm,12, Exec-managerial, White, Male,60, >50K
23, Private, HS-grad,9, Handlers-cleaners, White, Male,30, <=50K
27, Private, HS-grad,9, Craft-repair, White, Male,53, <=50K
52, Private, Some-college,10, Sales, White, Male,65, <=50K
